Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-1237,2022-11-22,2022-11-27,Standard Class,Home Office,Southeast,Furniture,Binders,271.24,1,0.0,57.46
ORD-1238,2022-12-15,2022-12-21,First Class,Consumer,Midwest,Furniture,Tables,462.33,3,0.2,42.94
ORD-1239,2022-09-16,2022-09-19,First Class,Corporate,West,Furniture,Paper,409.8,3,0.3,-16.99
ORD-1240,2022-05-28,2022-05-30,Standard Class,Corporate,South,Technology,Phones,416.1,7,0.1,101.73
ORD-1241,2022-09-09,2022-09-10,First Class,Corporate,West,Office Supplies,Phones,401.63,1,0.1,77.71
ORD-1242,2022-12-12,2022-12-18,Standard Class,Consumer,Midwest,Furniture,Chairs,175.39,9,0.1,33.36
ORD-1243,2022-05-27,2022-05-30,Same Day,Consumer,South,Furniture,Binders,387.29,6,0.0,120.62
ORD-1244,2022-05-28,2022-05-30,Second Class,Corporate,South,Technology,Tables,88.72,4,0.0,26.57
ORD-1245,2022-12-18,2022-12-20,Second Class,Consumer,Southeast,Office Supplies,Chairs,335.7,3,0.4,-39.51
ORD-1246,2022-07-18,2022-07-24,First Class,Corporate,South,Technology,Binders,327.95,3,0.2,20.23
ORD-1247,2022-11-04,2022-11-08,Standard Class,Consumer,South,Furniture,Paper,32.27,2,0.2,4.91
ORD-1248,2022-05-08,2022-05-09,Standard Class,Home Office,West,Office Supplies,Phones,398.23,2,0.3,3.79
ORD-1249,2022-02-08,2022-02-10,First Class,Home Office,Midwest,Office Supplies,Accessories,453.56,5,0.1,97.67
ORD-1250,2022-12-04,2022-12-10,Standard Class,Corporate,Southeast,Furniture,Tables,148.36,9,0.0,63.64
ORD-1251,2022-12-26,2023-01-01,Same Day,Consumer,West,Office Supplies,Accessories,409.95,2,0.3,-21.74
ORD-1252,2022-05-09,2022-05-12,Second Class,Consumer,South,Office Supplies,Phones,59.55,2,0.3,-0.68
ORD-1253,2022-09-24,2022-09-28,First Class,Home Office,South,Technology,Accessories,307.98,6,0.0,104.31
ORD-1254,2022-05-31,2022-06-01,First Class,Home Office,Southeast,Furniture,Paper,253.11,2,0.2,24.07
ORD-1255,2022-10-25,2022-10-30,Standard Class,Consumer,Midwest,Furniture,Binders,282.04,4,0.1,33.03
ORD-1256,2022-04-09,2022-04-12,First Class,Consumer,Southeast,Furniture,Paper,464.58,6,0.2,33.55
ORD-1257,2022-09-20,2022-09-22,Same Day,Consumer,West,Furniture,Accessories,438.23,5,0.3,3.29
ORD-1258,2022-09-09,2022-09-11,Standard Class,Consumer,Southeast,Furniture,Paper,396.84,1,0.1,82.29
ORD-1259,2022-05-24,2022-05-27,Standard Class,Consumer,South,Office Supplies,Phones,151.38,6,0.4,-8.41
ORD-1260,2022-12-12,2022-12-18,Standard Class,Consumer,West,Technology,Tables,457.67,1,0.3,-7.81
ORD-1261,2022-04-22,2022-04-24,Standard Class,Corporate,South,Furniture,Paper,66.8,3,0.2,9.28
ORD-1262,2022-03-01,2022-03-05,Same Day,Consumer,Midwest,Technology,Phones,429.6,5,0.2,33.5
ORD-1263,2022-01-02,2022-01-03,Standard Class,Home Office,South,Technology,Tables,177.52,5,0.2,20.35
ORD-1264,2022-10-31,2022-11-04,First Class,Corporate,South,Office Supplies,Binders,45.81,6,0.0,14.28
ORD-1265,2022-09-11,2022-09-13,Same Day,Consumer,Southeast,Furniture,Accessories,341.29,8,0.3,-8.21
ORD-1266,2022-05-20,2022-05-25,Second Class,Home Office,South,Office Supplies,Binders,131.01,5,0.1,41.78
ORD-1267,2022-02-06,2022-02-07,Second Class,Corporate,West,Furniture,Chairs,136.91,1,0.2,-3.37
ORD-1268,2022-06-09,2022-06-10,First Class,Home Office,West,Office Supplies,Phones,166.9,5,0.2,15.27
ORD-1269,2022-01-09,2022-01-12,First Class,Consumer,Midwest,Technology,Tables,50.57,3,0.0,6.74
ORD-1270,2022-08-21,2022-08-24,Same Day,Consumer,West,Furniture,Paper,105.02,4,0.1,39.35
ORD-1271,2022-04-09,2022-04-14,Second Class,Consumer,Southeast,Technology,Binders,22.47,8,0.3,5.98
ORD-1272,2022-05-27,2022-06-02,Second Class,Consumer,Midwest,Technology,Tables,233.8,7,0.4,-29.87
ORD-1273,2022-10-31,2022-11-01,Second Class,Corporate,West,Office Supplies,Phones,60.44,5,0.0,15.33
ORD-1274,2022-07-27,2022-08-01,Second Class,Corporate,Southeast,Furniture,Chairs,347.67,2,0.3,18.61
ORD-1275,2022-05-11,2022-05-14,Second Class,Home Office,West,Technology,Binders,133.1,6,0.4,-22.77
ORD-1276,2022-06-01,2022-06-04,Standard Class,Consumer,West,Office Supplies,Accessories,472.92,6,0.2,29.65
ORD-1277,2022-02-23,2022-02-24,First Class,Home Office,South,Furniture,Tables,438.2,6,0.2,46.73
ORD-1278,2022-04-30,2022-05-04,Standard Class,Corporate,West,Furniture,Accessories,158.93,9,0.1,34.92
ORD-1279,2022-06-10,2022-06-12,Second Class,Consumer,West,Technology,Tables,395.94,8,0.4,-32.93
ORD-1280,2022-04-26,2022-04-29,Same Day,Consumer,Southeast,Furniture,Tables,405.56,8,0.2,47.28
ORD-1281,2022-03-16,2022-03-22,Same Day,Corporate,Southeast,Technology,Phones,493.55,1,0.2,67.06
ORD-1282,2022-04-23,2022-04-29,Second Class,Corporate,South,Furniture,Phones,306.96,5,0.1,44.21
ORD-1283,2022-04-14,2022-04-17,Second Class,Corporate,West,Office Supplies,Phones,59.34,7,0.3,-12.03
ORD-1284,2022-12-06,2022-12-10,Same Day,Corporate,South,Technology,Paper,330.48,6,0.2,39.67
ORD-1285,2022-09-11,2022-09-15,Standard Class,Corporate,West,Technology,Tables,319.99,5,0.0,84.94
ORD-1286,2022-08-15,2022-08-20,Standard Class,Consumer,Midwest,Furniture,Binders,326.41,8,0.0,83.36
ORD-1287,2022-04-22,2022-04-28,Second Class,Corporate,Midwest,Furniture,Accessories,167.43,3,0.3,18.66
ORD-1288,2022-04-09,2022-04-14,Standard Class,Consumer,South,Technology,Phones,432.65,6,0.4,-59.46
ORD-1289,2022-06-02,2022-06-08,Same Day,Consumer,South,Furniture,Phones,480.55,5,0.1,92.6
ORD-1290,2022-12-15,2022-12-17,Standard Class,Corporate,South,Office Supplies,Accessories,124.5,8,0.0,36.76
ORD-1291,2022-12-04,2022-12-06,Second Class,Corporate,Southeast,Furniture,Accessories,62.31,4,0.0,31.78
ORD-1292,2022-07-13,2022-07-14,Same Day,Consumer,Southeast,Office Supplies,Tables,113.38,8,0.3,-18.69
ORD-1293,2022-11-06,2022-11-11,Standard Class,Corporate,Southeast,Office Supplies,Phones,413.87,2,0.4,-37.23
ORD-1294,2022-06-12,2022-06-15,First Class,Corporate,South,Office Supplies,Accessories,344.79,9,0.4,-43.38
ORD-1295,2022-07-27,2022-08-01,Same Day,Corporate,West,Office Supplies,Paper,325.3,9,0.3,6.28
ORD-1296,2022-06-18,2022-06-21,Same Day,Home Office,Midwest,Office Supplies,Paper,212.86,6,0.0,54.79
ORD-1297,2022-06-10,2022-06-14,First Class,Consumer,South,Furniture,Phones,297.36,4,0.1,75.2
ORD-1298,2022-03-09,2022-03-14,First Class,Home Office,Southeast,Office Supplies,Accessories,167.78,4,0.0,41.32
ORD-1299,2022-10-16,2022-10-20,Same Day,Corporate,Southeast,Furniture,Tables,249.06,6,0.4,-49.53
ORD-1300,2022-10-04,2022-10-06,First Class,Home Office,South,Office Supplies,Tables,400.67,5,0.0,112.31
ORD-1301,2022-10-31,2022-11-02,Second Class,Corporate,South,Technology,Tables,491.0,6,0.1,95.59
ORD-1302,2022-05-15,2022-05-16,Second Class,Home Office,Southeast,Office Supplies,Chairs,467.59,7,0.2,57.58
ORD-1303,2022-07-14,2022-07-19,Second Class,Corporate,West,Technology,Phones,468.26,7,0.0,127.89
ORD-1304,2022-05-08,2022-05-12,Same Day,Home Office,Southeast,Office Supplies,Tables,213.07,9,0.3,-12.39
ORD-1305,2022-02-02,2022-02-05,First Class,Home Office,Southeast,Office Supplies,Paper,245.02,8,0.2,34.11
ORD-1306,2022-06-25,2022-06-27,First Class,Home Office,South,Office Supplies,Accessories,358.7,6,0.3,-13.75
ORD-1307,2022-01-22,2022-01-24,Standard Class,Consumer,West,Technology,Binders,462.65,6,0.3,-1.79
ORD-1308,2022-08-26,2022-08-29,Standard Class,Home Office,Southeast,Technology,Binders,88.16,5,0.3,-1.59
ORD-1309,2022-06-07,2022-06-11,First Class,Consumer,Southeast,Office Supplies,Tables,166.04,1,0.0,51.99
ORD-1310,2022-02-07,2022-02-11,First Class,Corporate,Midwest,Furniture,Binders,86.84,9,0.4,-16.18
ORD-1311,2022-08-18,2022-08-23,First Class,Home Office,South,Office Supplies,Binders,313.76,9,0.2,22.11
ORD-1312,2022-12-31,2023-01-05,Same Day,Corporate,Midwest,Technology,Chairs,167.02,9,0.1,36.75
ORD-1313,2022-02-20,2022-02-26,First Class,Corporate,Midwest,Office Supplies,Paper,176.53,8,0.4,-26.61
ORD-1314,2022-09-21,2022-09-27,Standard Class,Home Office,Southeast,Technology,Paper,54.04,3,0.0,2.61
ORD-1315,2022-10-10,2022-10-11,Same Day,Consumer,South,Technology,Chairs,187.9,1,0.3,12.28
ORD-1316,2022-01-27,2022-01-29,First Class,Home Office,West,Technology,Chairs,434.0,8,0.1,91.68
ORD-1317,2022-08-14,2022-08-19,Standard Class,Corporate,Southeast,Office Supplies,Binders,131.87,7,0.2,30.86
ORD-1318,2022-10-04,2022-10-08,Same Day,Corporate,West,Technology,Phones,353.69,5,0.4,-27.53
ORD-1319,2022-10-13,2022-10-16,First Class,Home Office,West,Technology,Accessories,322.22,7,0.4,-44.9
ORD-1320,2022-04-07,2022-04-11,First Class,Consumer,South,Office Supplies,Accessories,434.47,4,0.1,87.86
ORD-1321,2022-10-11,2022-10-13,First Class,Consumer,Midwest,Technology,Binders,83.5,9,0.0,14.89
ORD-1322,2022-11-13,2022-11-19,Same Day,Corporate,South,Office Supplies,Accessories,489.24,2,0.2,32.41
ORD-1323,2022-10-31,2022-11-04,Standard Class,Corporate,West,Technology,Chairs,299.66,9,0.1,55.46
ORD-1324,2022-05-27,2022-05-28,Standard Class,Consumer,Southeast,Furniture,Paper,497.83,9,0.3,9.82
ORD-1325,2022-01-04,2022-01-06,Second Class,Home Office,West,Furniture,Accessories,457.53,5,0.2,48.5
ORD-1326,2022-02-04,2022-02-10,First Class,Corporate,Southeast,Technology,Binders,126.33,1,0.4,-26.54
ORD-1327,2022-07-11,2022-07-14,Second Class,Consumer,Southeast,Furniture,Phones,46.96,7,0.1,4.57
ORD-1328,2022-02-18,2022-02-24,Second Class,Corporate,South,Office Supplies,Binders,142.71,4,0.4,-15.7
ORD-1329,2022-01-17,2022-01-18,Standard Class,Home Office,West,Furniture,Tables,273.23,9,0.4,-44.21
ORD-1330,2022-06-21,2022-06-23,Same Day,Consumer,Midwest,Technology,Binders,102.37,6,0.4,-3.11
ORD-1331,2022-08-08,2022-08-11,Same Day,Corporate,West,Technology,Chairs,100.38,3,0.0,27.83
ORD-1332,2022-06-07,2022-06-08,Standard Class,Home Office,West,Office Supplies,Paper,242.04,6,0.4,-38.11
ORD-1333,2022-02-15,2022-02-21,Same Day,Corporate,Midwest,Technology,Paper,35.97,6,0.3,-14.47
ORD-1334,2022-01-06,2022-01-07,Second Class,Home Office,South,Office Supplies,Accessories,78.51,5,0.3,11.01
ORD-1335,2022-04-09,2022-04-11,First Class,Home Office,West,Furniture,Chairs,219.61,2,0.2,18.15
ORD-1336,2022-08-21,2022-08-26,Standard Class,Consumer,West,Furniture,Tables,50.3,2,0.4,6.87
ORD-1337,2022-02-06,2022-02-07,First Class,Home Office,Southeast,Office Supplies,Chairs,210.44,7,0.4,-5.32
ORD-1338,2022-10-07,2022-10-08,Same Day,Corporate,West,Office Supplies,Binders,247.52,2,0.1,59.73
ORD-1339,2022-12-15,2022-12-21,First Class,Home Office,Midwest,Technology,Chairs,236.61,6,0.0,65.65
ORD-1340,2022-10-29,2022-11-04,Same Day,Home Office,Southeast,Furniture,Chairs,437.2,5,0.2,18.74
ORD-1341,2022-06-30,2022-07-03,Same Day,Consumer,South,Office Supplies,Tables,274.43,4,0.4,-24.31
ORD-1342,2022-04-05,2022-04-11,Second Class,Home Office,Southeast,Furniture,Binders,244.63,7,0.1,69.84
ORD-1343,2022-04-09,2022-04-13,Same Day,Home Office,Midwest,Office Supplies,Phones,217.14,8,0.0,64.79
ORD-1344,2022-07-07,2022-07-09,Second Class,Corporate,Midwest,Furniture,Phones,412.46,4,0.2,21.35
ORD-1345,2022-04-26,2022-04-28,Second Class,Consumer,Southeast,Technology,Paper,449.63,1,0.2,38.21
ORD-1346,2022-07-10,2022-07-15,Second Class,Consumer,South,Furniture,Accessories,429.56,1,0.4,-44.79
ORD-1347,2022-09-10,2022-09-15,Standard Class,Consumer,Southeast,Furniture,Chairs,343.3,1,0.2,23.35
ORD-1348,2022-06-10,2022-06-12,Standard Class,Home Office,South,Furniture,Paper,85.93,1,0.1,-8.45
ORD-1349,2022-09-13,2022-09-18,Same Day,Consumer,Southeast,Furniture,Tables,152.9,5,0.2,14.31
ORD-1350,2022-11-19,2022-11-22,Second Class,Home Office,Midwest,Furniture,Phones,42.11,4,0.3,-7.85
ORD-1351,2022-05-08,2022-05-14,Standard Class,Home Office,West,Technology,Chairs,466.8,9,0.1,111.09
ORD-1352,2022-01-18,2022-01-20,Second Class,Corporate,West,Office Supplies,Tables,337.18,3,0.0,102.16
ORD-1353,2022-10-08,2022-10-13,First Class,Corporate,South,Furniture,Accessories,378.25,7,0.0,118.17
ORD-1354,2022-08-11,2022-08-13,First Class,Corporate,South,Technology,Tables,169.55,8,0.4,-18.15
ORD-1355,2022-02-23,2022-02-27,First Class,Corporate,South,Furniture,Chairs,425.91,6,0.4,-41.65
ORD-1356,2022-02-27,2022-02-28,Same Day,Corporate,Midwest,Furniture,Accessories,144.61,1,0.3,-16.52
ORD-1357,2022-11-19,2022-11-25,Second Class,Home Office,Southeast,Office Supplies,Tables,20.79,8,0.0,-4.16
ORD-1358,2022-12-26,2022-12-28,First Class,Home Office,Midwest,Furniture,Accessories,200.68,3,0.0,71.09
ORD-1359,2022-06-23,2022-06-24,Standard Class,Consumer,West,Technology,Chairs,293.97,8,0.0,90.29
ORD-1360,2022-10-07,2022-10-12,First Class,Home Office,South,Technology,Chairs,249.78,4,0.0,70.95
ORD-1361,2022-04-24,2022-04-25,First Class,Home Office,Southeast,Office Supplies,Accessories,433.8,8,0.2,48.24
ORD-1362,2022-10-15,2022-10-21,First Class,Corporate,West,Furniture,Binders,70.59,1,0.1,19.18
ORD-1363,2022-12-08,2022-12-10,Same Day,Home Office,West,Technology,Paper,285.84,3,0.1,77.08
ORD-1364,2022-05-31,2022-06-04,Standard Class,Corporate,West,Furniture,Tables,266.23,6,0.3,1.63
ORD-1365,2022-05-07,2022-05-12,Second Class,Consumer,Midwest,Furniture,Tables,155.07,9,0.2,4.88
ORD-1366,2022-06-04,2022-06-06,Standard Class,Consumer,South,Furniture,Binders,414.67,2,0.0,123.24
ORD-1367,2022-09-30,2022-10-06,Second Class,Home Office,West,Office Supplies,Binders,381.37,1,0.0,120.49
ORD-1368,2022-04-14,2022-04-19,Same Day,Consumer,South,Furniture,Binders,371.77,3,0.4,-27.22
ORD-1369,2022-10-26,2022-10-29,Same Day,Home Office,Midwest,Technology,Phones,440.57,4,0.4,-60.21
ORD-1370,2022-09-03,2022-09-04,Same Day,Consumer,West,Furniture,Phones,366.94,5,0.3,2.54
ORD-1371,2022-06-25,2022-07-01,Same Day,Corporate,Midwest,Technology,Accessories,131.28,3,0.0,30.41
ORD-1372,2022-02-08,2022-02-11,Second Class,Corporate,Midwest,Furniture,Phones,358.67,2,0.3,-5.67
ORD-1373,2022-06-19,2022-06-21,First Class,Corporate,South,Technology,Chairs,167.7,2,0.2,25.23
ORD-1374,2022-09-04,2022-09-08,Second Class,Corporate,West,Technology,Accessories,136.24,7,0.1,34.71
ORD-1375,2022-01-26,2022-01-31,Standard Class,Home Office,Midwest,Furniture,Tables,55.04,9,0.0,9.73
ORD-1376,2022-12-21,2022-12-22,Same Day,Consumer,West,Furniture,Paper,377.13,2,0.2,36.13
ORD-1377,2022-11-02,2022-11-07,Same Day,Home Office,South,Technology,Chairs,361.28,7,0.0,103.02
ORD-1378,2022-01-13,2022-01-15,Standard Class,Corporate,Midwest,Office Supplies,Tables,132.56,7,0.4,15.66
ORD-1379,2022-11-12,2022-11-17,Second Class,Home Office,South,Furniture,Tables,379.7,7,0.3,2.78
ORD-1380,2022-11-09,2022-11-10,First Class,Consumer,West,Office Supplies,Accessories,460.56,3,0.4,-54.45
ORD-1381,2022-02-05,2022-02-07,First Class,Home Office,West,Furniture,Binders,71.85,7,0.1,27.59
ORD-1382,2022-06-22,2022-06-27,Standard Class,Consumer,South,Furniture,Binders,131.67,1,0.4,0.41
ORD-1383,2022-01-20,2022-01-24,First Class,Home Office,Southeast,Furniture,Chairs,380.13,1,0.0,131.96
ORD-1384,2022-11-17,2022-11-23,Second Class,Consumer,Midwest,Furniture,Binders,151.76,5,0.4,5.7
ORD-1385,2022-09-21,2022-09-23,Second Class,Consumer,West,Office Supplies,Tables,319.84,2,0.0,103.03
ORD-1386,2022-05-22,2022-05-28,Standard Class,Corporate,West,Furniture,Binders,58.96,9,0.1,8.29
ORD-1387,2022-05-23,2022-05-25,Second Class,Consumer,Midwest,Technology,Phones,237.06,7,0.4,-25.73
ORD-1388,2022-04-02,2022-04-06,Same Day,Corporate,South,Technology,Binders,374.76,4,0.3,-2.92
ORD-1389,2022-12-20,2022-12-26,Standard Class,Corporate,South,Office Supplies,Tables,349.53,4,0.3,-4.04
ORD-1390,2022-11-18,2022-11-21,Second Class,Corporate,South,Furniture,Accessories,411.23,2,0.3,12.4
ORD-1391,2022-10-15,2022-10-16,Standard Class,Home Office,Southeast,Technology,Chairs,441.18,5,0.4,-44.11
ORD-1392,2022-08-03,2022-08-06,First Class,Home Office,Southeast,Office Supplies,Paper,391.13,4,0.4,-29.4
ORD-1393,2022-12-08,2022-12-13,Second Class,Home Office,West,Furniture,Binders,342.36,1,0.4,-27.47
ORD-1394,2022-02-20,2022-02-24,Same Day,Home Office,South,Technology,Tables,35.23,8,0.0,-0.42
ORD-1395,2022-06-02,2022-06-05,Second Class,Consumer,Midwest,Technology,Paper,276.78,3,0.1,38.18
ORD-1396,2022-07-05,2022-07-07,Standard Class,Consumer,West,Office Supplies,Paper,38.09,6,0.3,-12.37
ORD-1397,2022-03-04,2022-03-09,Standard Class,Home Office,Midwest,Furniture,Phones,407.87,4,0.0,118.09
ORD-1398,2022-07-09,2022-07-14,Second Class,Consumer,West,Furniture,Paper,173.95,9,0.3,1.34
ORD-1399,2022-05-05,2022-05-08,Same Day,Consumer,Southeast,Technology,Accessories,289.97,7,0.0,80.51
ORD-1400,2022-05-30,2022-06-02,Same Day,Corporate,West,Technology,Tables,154.13,9,0.4,-8.38
ORD-1401,2022-11-10,2022-11-14,Same Day,Corporate,Southeast,Technology,Tables,395.6,3,0.3,-5.28
ORD-1402,2022-02-27,2022-02-28,Standard Class,Corporate,West,Furniture,Binders,445.52,1,0.4,-41.98
ORD-1403,2022-12-08,2022-12-11,Second Class,Corporate,South,Office Supplies,Binders,211.35,5,0.3,1.18
ORD-1404,2022-11-01,2022-11-04,First Class,Consumer,Midwest,Office Supplies,Binders,434.2,3,0.2,60.76
ORD-1405,2022-06-29,2022-07-05,Standard Class,Home Office,South,Furniture,Accessories,148.2,6,0.0,34.71
ORD-1406,2022-06-19,2022-06-21,Same Day,Consumer,West,Office Supplies,Paper,276.64,8,0.2,49.75
ORD-1407,2022-11-22,2022-11-28,Second Class,Consumer,West,Technology,Paper,432.21,4,0.0,123.72
ORD-1408,2022-09-28,2022-10-04,Same Day,Consumer,West,Office Supplies,Phones,176.42,5,0.1,21.88
ORD-1409,2022-02-23,2022-02-28,First Class,Corporate,Southeast,Office Supplies,Accessories,477.94,5,0.3,-2.17
ORD-1410,2022-04-11,2022-04-12,Same Day,Corporate,Midwest,Office Supplies,Binders,78.5,4,0.1,48.1
ORD-1411,2022-09-21,2022-09-23,Same Day,Corporate,Midwest,Technology,Chairs,28.77,4,0.1,14.71
ORD-1412,2022-02-22,2022-02-26,First Class,Home Office,West,Furniture,Phones,453.98,4,0.0,142.22
ORD-1413,2022-03-01,2022-03-05,Second Class,Consumer,West,Technology,Chairs,52.95,4,0.2,13.25
ORD-1414,2022-04-18,2022-04-21,Standard Class,Home Office,Southeast,Furniture,Paper,496.11,4,0.4,-57.31
ORD-1415,2022-01-05,2022-01-08,Second Class,Corporate,South,Furniture,Phones,476.67,5,0.0,146.26
ORD-1416,2022-04-13,2022-04-17,First Class,Home Office,South,Furniture,Phones,85.77,2,0.4,-8.55
ORD-1417,2022-07-15,2022-07-18,Same Day,Consumer,Midwest,Office Supplies,Tables,278.04,2,0.1,73.7
ORD-1418,2022-09-19,2022-09-20,Second Class,Consumer,Southeast,Office Supplies,Paper,108.76,9,0.4,-11.96
ORD-1419,2022-12-31,2023-01-06,Standard Class,Corporate,West,Furniture,Paper,225.51,2,0.2,18.77
ORD-1420,2022-12-16,2022-12-19,First Class,Corporate,Midwest,Furniture,Accessories,49.48,6,0.0,3.2
ORD-1421,2022-02-16,2022-02-21,Second Class,Home Office,Southeast,Office Supplies,Phones,127.48,2,0.2,14.15
ORD-1422,2022-12-21,2022-12-24,Standard Class,Corporate,South,Technology,Paper,194.37,5,0.2,22.37
ORD-1423,2022-11-07,2022-11-09,First Class,Corporate,Southeast,Furniture,Phones,230.55,4,0.0,57.15
ORD-1424,2022-11-04,2022-11-05,Standard Class,Consumer,South,Technology,Accessories,489.2,7,0.2,53.45
ORD-1425,2022-05-24,2022-05-26,First Class,Corporate,Southeast,Office Supplies,Accessories,407.78,7,0.3,2.33
ORD-1426,2022-09-26,2022-09-28,Same Day,Corporate,Midwest,Furniture,Tables,373.96,6,0.3,10.13
ORD-1427,2022-05-04,2022-05-09,Second Class,Consumer,South,Technology,Phones,277.78,5,0.3,12.12
ORD-1428,2022-04-16,2022-04-17,Standard Class,Consumer,Midwest,Technology,Paper,423.2,1,0.4,-41.38
ORD-1429,2022-06-07,2022-06-08,First Class,Home Office,Midwest,Technology,Paper,182.87,3,0.2,7.92
ORD-1430,2022-05-27,2022-05-28,Standard Class,Corporate,South,Office Supplies,Phones,360.27,9,0.0,99.77
ORD-1431,2022-05-25,2022-05-26,Standard Class,Consumer,South,Office Supplies,Phones,497.02,1,0.0,166.73
ORD-1432,2022-04-30,2022-05-01,Second Class,Home Office,West,Technology,Phones,171.02,5,0.4,-15.45
ORD-1433,2022-11-15,2022-11-20,Same Day,Home Office,West,Technology,Binders,343.53,2,0.0,120.52
ORD-1434,2022-10-02,2022-10-05,Standard Class,Corporate,West,Office Supplies,Paper,425.27,4,0.3,4.99
ORD-1435,2022-04-02,2022-04-04,First Class,Corporate,Midwest,Technology,Accessories,459.59,1,0.2,53.5
ORD-1436,2022-02-27,2022-02-28,First Class,Home Office,Midwest,Technology,Paper,364.61,3,0.0,118.77
ORD-1437,2022-12-12,2022-12-15,Same Day,Consumer,West,Office Supplies,Binders,156.13,7,0.0,34.61
ORD-1438,2022-08-17,2022-08-20,First Class,Home Office,Midwest,Technology,Phones,176.62,3,0.1,38.39
ORD-1439,2022-04-27,2022-04-29,Same Day,Corporate,Midwest,Technology,Tables,29.96,4,0.1,-6.38
ORD-1440,2022-11-14,2022-11-19,First Class,Consumer,South,Technology,Phones,385.23,2,0.1,74.2
ORD-1441,2022-10-06,2022-10-10,Second Class,Consumer,South,Office Supplies,Phones,40.52,3,0.2,10.45
ORD-1442,2022-05-07,2022-05-11,Standard Class,Home Office,Midwest,Technology,Binders,435.03,9,0.3,-10.25
ORD-1443,2022-05-09,2022-05-12,Second Class,Corporate,West,Office Supplies,Paper,76.96,3,0.3,5.59
ORD-1444,2022-02-27,2022-03-05,Standard Class,Home Office,Southeast,Office Supplies,Phones,102.5,5,0.3,-14.98
ORD-1445,2022-05-02,2022-05-08,Standard Class,Home Office,West,Furniture,Paper,248.73,2,0.2,36.31
ORD-1446,2022-01-01,2022-01-03,Standard Class,Home Office,Southeast,Furniture,Chairs,374.18,4,0.2,30.77
ORD-1447,2022-08-27,2022-08-31,Second Class,Consumer,West,Technology,Accessories,86.72,7,0.1,7.07
ORD-1448,2022-10-17,2022-10-20,Standard Class,Consumer,South,Office Supplies,Paper,231.23,7,0.0,55.02
ORD-1449,2022-04-06,2022-04-11,Second Class,Corporate,Midwest,Furniture,Tables,251.77,3,0.4,-30.97
ORD-1450,2022-05-06,2022-05-10,Same Day,Corporate,Midwest,Technology,Accessories,121.9,5,0.4,-31.27
ORD-1451,2022-04-28,2022-05-01,First Class,Home Office,South,Furniture,Tables,75.47,1,0.0,17.16
ORD-1452,2022-02-17,2022-02-20,First Class,Home Office,Southeast,Furniture,Phones,421.48,1,0.1,95.29
ORD-1453,2022-03-30,2022-03-31,Standard Class,Home Office,Southeast,Office Supplies,Accessories,261.18,5,0.0,76.47
ORD-1454,2022-08-25,2022-08-30,Second Class,Corporate,Southeast,Office Supplies,Paper,26.9,9,0.0,-3.71
ORD-1455,2022-09-29,2022-09-30,First Class,Consumer,South,Furniture,Accessories,405.43,1,0.4,-38.28
ORD-1456,2022-07-08,2022-07-10,Second Class,Consumer,Southeast,Furniture,Phones,490.78,1,0.1,99.53
ORD-1457,2022-07-11,2022-07-12,Second Class,Home Office,South,Office Supplies,Binders,310.84,4,0.2,50.65
ORD-1458,2022-03-10,2022-03-11,Standard Class,Home Office,West,Technology,Tables,261.78,4,0.4,-18.27
ORD-1459,2022-10-05,2022-10-09,First Class,Home Office,West,Office Supplies,Phones,441.64,2,0.2,47.22
ORD-1460,2022-12-15,2022-12-21,Standard Class,Home Office,South,Furniture,Binders,477.21,9,0.1,104.49
ORD-1461,2022-09-04,2022-09-07,Standard Class,Corporate,Midwest,Technology,Accessories,382.18,9,0.0,113.31
ORD-1462,2022-03-17,2022-03-22,First Class,Consumer,West,Furniture,Accessories,233.82,2,0.3,-0.75
ORD-1463,2022-06-03,2022-06-04,First Class,Home Office,Southeast,Technology,Phones,304.27,9,0.3,16.59
ORD-1464,2022-05-24,2022-05-29,Same Day,Corporate,South,Furniture,Paper,356.45,6,0.1,54.93
ORD-1465,2022-03-27,2022-04-02,Same Day,Home Office,Southeast,Technology,Accessories,113.25,8,0.3,9.68
ORD-1466,2022-07-04,2022-07-10,Second Class,Home Office,Southeast,Technology,Paper,234.66,4,0.2,22.36
ORD-1467,2022-10-12,2022-10-13,First Class,Consumer,Midwest,Furniture,Paper,418.31,2,0.3,-2.91
ORD-1468,2022-08-08,2022-08-10,Same Day,Home Office,Southeast,Technology,Paper,334.27,2,0.1,61.33
ORD-1469,2022-03-10,2022-03-11,Second Class,Consumer,Midwest,Office Supplies,Chairs,217.38,9,0.1,45.01
ORD-1470,2022-02-16,2022-02-20,Second Class,Consumer,West,Furniture,Binders,338.41,1,0.2,33.41
ORD-1471,2022-04-04,2022-04-07,Second Class,Consumer,South,Office Supplies,Binders,76.75,7,0.3,-4.15
ORD-1472,2022-08-26,2022-08-28,Same Day,Corporate,Southeast,Furniture,Accessories,212.72,3,0.3,-7.03
ORD-1473,2022-07-23,2022-07-24,First Class,Corporate,South,Technology,Accessories,400.7,3,0.0,101.16
ORD-1474,2022-08-06,2022-08-11,Standard Class,Consumer,Southeast,Technology,Paper,125.84,2,0.4,-19.82
ORD-1475,2022-12-07,2022-12-09,Second Class,Home Office,South,Technology,Chairs,109.26,6,0.1,16.73
